standard_name,Cg-ORF,Cg-length,avg_ess_score,mean_treated_cpm,Sc-ORF,Sc-name,SGD-essentiality,SGD-description,Cg-to-Sc-relationship,pre-WGD-Ancestor,n_pools,pools_present
GWK60_H03245,CAGL0H03443g,2121,0.69,1497.349981399473,YGL073W,HSF1,inviable,"Trimeric heat shock transcription factor; activates multiple genes in response to highly diverse stresses, including hyperthermia; recognizes variable heat shock elements (HSEs) consisting of inverted NGAAN repeats; monitors translational status of cell at the ribosome through an RQC (Ribosomal Quality Control)-mediated translation-stress signal; involved in diauxic shift; posttranslationally regulated",1-to-1,Anc_6.209,4,"1,2,3,4"
GWK60_K04499,CAGL0K04631g,3042,0.415,1453.385340625554,YGR067C,NA,NA,Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p,1-to-1,Anc_4.214,4,"1,2,3,4"
GWK60_E01089,CAGL0E01309g,1544,0.4575,1421.5994147703,YDR147W,EKI1,NA,"Ethanolamine kinase; primarily responsible for phosphatidylethanolamine synthesis via the CDP-ethanolamine pathway; exhibits some choline kinase activity, thus contributing to phosphatidylcholine synthesis via the CDP-choline pathway; EKI1 has a paralog, CKI1, that arose from the whole genome duplication",2-to-2,Anc_8.328,4,"1,2,3,4"
GWK60_M11385,CAGL0M11462g,1161,0.3875,1402.698777999017,YLR099C,ICT1,NA,"Lysophosphatidic acid acyltransferase; responsible for enhanced phospholipid synthesis during organic solvent stress; null displays increased sensitivity to Calcofluor white; highly expressed during organic solvent stress; ICT1 has a paralog, ECM18, that arose from the whole genome duplication",2-to-2,Anc_8.284,4,"1,2,3,4"
GWK60_I04103,CAGL0I08613g,1680,0.2,1399.8035661715785,NA,NA,NA,NA,1-to-0,Anc_8.218,4,"1,2,3,4"
GWK60_I04785,CAGL0I09284g,1458,0.265,1398.773951537106,YBR263W,SHM1,NA,"Mitochondrial serine hydroxymethyltransferase; converts serine to glycine plus 5,10 methylenetetrahydrofolate; involved in generating precursors for purine, pyrimidine, amino acid, and lipid biosynthesis; reverse reaction generates serine",1-to-1,Anc_1.339,4,"1,2,3,4"
GWK60_E01969,CAGL0E02189g,873,0.105,1391.077471764927,YOL110W,SHR5,NA,Palmitoyltransferase subunit; this complex adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; palmitoylation is required for Ras2p membrane localization; Palmitoyltransferase is composed of Shr5p and Erf2,1-to-1,Anc_3.066,4,"1,2,3,4"
GWK60_F01925,CAGL0F02167g,2688,0.1575,1366.494587344996,YFL003C,MSH4,NA,"Protein involved in meiotic recombination; required for normal levels of crossing over, colocalizes with Zip2p to discrete foci on meiotic chromosomes, has homology to bacterial MutS protein",1-to-1,Anc_8.073,4,"1,2,3,4"
GWK60_F01969,CAGL0F02233g,1452,0.115,1359.0439742939773,YFR006W,NA,NA,Putative X-Pro aminopeptidase; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YFR006W is not an essential gene,2-to-1,Anc_8.098,4,"1,2,3,4"
GWK60_E02431,CAGL0E02651g,1458,0.0775,1347.2382273824321,YOR003W,YSP3,NA,"Putative precursor to the subtilisin-like protease III; YSP3 has a paralog, PRB1, that arose from the whole genome duplication",2-to-2,Anc_6.014,4,"1,2,3,4"
GWK60_D06017,CAGL0D05852g,2595,0.1,1343.069567191714,YLR001C,NA,NA,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated",1-to-1,Anc_5.219,4,"1,2,3,4"
GWK60_J02365,CAGL0J02530g,2265,0.305,1341.9106382172747,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_B04455,CAGL0B04587g,786,0.14500000000000002,1340.6223211342835,YNL108C,NA,NA,"Putative protein of unknown function; similar to prokaryotic phosphotransfer enzymes; null mutant shows alterations in glucose metabolism; GFP-fusion protein localizes to the cytoplasm and nucleus; YNL108C has a paralog, TFC7, that arose from the whole genome duplication",2-to-2,Anc_2.169,4,"1,2,3,4"
GWK60_I02519,CAGL0I07029g,2118,0.2125,1337.5183891273398,YGL216W,KIP3,NA,Kinesin-related motor protein involved in mitotic spindle positioning,1-to-1,Anc_3.528,4,"1,2,3,4"
GWK60_B02827,CAGL0B02948g,1794,0.345,1317.6827428891631,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_M08525,CAGL0M08580g,594,0.0875,1303.6976188349256,YDR273W,DON1,NA,"Meiosis-specific component of the spindle pole body; part of the leading edge protein (LEP) coat, forms a ring-like structure at the leading edge of the prospore membrane during meiosis II; DON1 has a paralog, CUE5, that arose from the whole genome",2-to-2,Anc_5.638,4,"1,2,3,4"
GWK60_A03377,CAGL0A03498g,2040,0.5499999999999999,1287.2792291441424,YLR035C,MLH2,NA,Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p,1-to-1,Anc_2.405,4,"1,2,3,4"
GWK60_G00451,CAGL0G00550g,693,0.0475,1275.3607935159725,YGR268C,HUA1,NA,Cytoplasmic protein containing a zinc finger domain; sequence similarity to that of Type I J-proteins; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly,1-to-1,Anc_5.036,4,"1,2,3,4"
GWK60_I03355,CAGL0I07865g,2925,0.2975,1272.5277064832803,YOL084W,PHM7,NA,Protein of unknown function; expression is regulated by phosphate levels; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole; protein abundance increases in response to DNA replication stress,1-to-1,Anc_3.119,4,"1,2,3,4"
GWK60_J02717,CAGL0J02904g,1632,0.22,1268.354455709734,YER054C,GIP2,NA,"Putative regulatory subunit of protein phosphatase Glc7p; involved in glycogen metabolism; contains a conserved motif (GVNK motif) that is also found in Gac1p, Pig1p, and Pig2p; GIP2 has a paralog, PIG2, that arose from the whole genome duplication",2-to-2,Anc_7.230,4,"1,2,3,4"
GWK60_A02937,CAGL0A03058g,2379,0.62,1266.6110271467164,YDR379W,RGA2,NA,"GTPase-activating protein for polarity-establishment protein Cdc42p; implicated in control of septin organization, pheromone response, and haploid invasive growth; regulated by Pho85p and Cdc28p; RGA2 has a paralog, RGA1, that arose from the whole genome duplication",2-to-2,Anc_5.453,4,"1,2,3,4"
GWK60_D01155,CAGL0D01056g,1470,0.4475,1260.3840339725466,YDL054C,MCH1,NA,Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport,1-to-1,Anc_4.229,4,"1,2,3,4"
GWK60_B04609,CAGL0B04763g,906,0.04,1252.6008889170234,YCL005W,LDB16,NA,Protein of unknown function; null mutants have decreased net negative cell surface charge; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS; native protein is detected in purified mitochondria,1-to-1,Anc_1.414,4,"1,2,3,4"
GWK60_D01353,CAGL0D01254g,684,0.5325,1240.4651939505507,NA,NA,NA,NA,1-to-0,NA,3,"1,2,3"
GWK60_H00495,CAGL0H00682g,3141,0.42000000000000004,1233.9112691601408,NA,NA,NA,NA,2-to-1,Anc_6.286,4,"1,2,3,4"
GWK60_L10615,CAGL0L04598g,1167,0.37,1228.0088313077338,YOR173W,DCS2,NA,"m(7)GpppX pyrophosphatase regulator; non-essential, stress induced regulatory protein; modulates m7G-oligoribonucleotide metabolism; inhibits Dcs1p; regulated by Msn2p, Msn4p, and the Ras-cAMP-cAPK signaling pathway; mutant has increased aneuploidy tolerance; DCS2 has a paralog, DCS1, that arose from the whole genome duplication",2-to-2,Anc_6.063,4,"1,2,3,4"
GWK60_A02387,CAGL0A02574g,1140,0.255,1197.9649538636695,YDR354W,TRP4,NA,Anthranilate phosphoribosyl transferase; transferase of the tryptophan biosynthetic pathway; catalyzes the phosphoribosylation of anthranilate; subject to the general control system of amino acid biosynthesis,1-to-1,Anc_5.413,4,"1,2,3,4"
GWK60_L07777,CAGL0L07436g,1548,0.32,1193.3266856427192,YDL106C,PHO2,NA,Homeobox transcription factor; regulatory targets include genes involved in phosphate metabolism; binds cooperatively with Pho4p to the PHO5 promoter; phosphorylation of Pho2p facilitates interaction with Pho4p; relocalizes to the cytosol in response to hypoxia,1-to-1,Anc_2.337,4,"1,2,3,4"
GWK60_E01243,CAGL0E01485g,4011,0.45499999999999996,1191.273317433844,YOL138C,RTC1,NA,Subunit of the SEA (Seh1-associated) complex; SEA is a coatomer-related complex that associates dynamically with the vacuole; null mutation suppresses cdc13-1 temperature sensitivity; has N-terminal WD-40 repeats and a C-terminal RING motif,1-to-1,Anc_3.022,4,"1,2,3,4"
GWK60_B02321,CAGL0B02475g,1743,0.3825,1189.3936725987865,YML123C,PHO84,NA,High-affinity inorganic phosphate (Pi) transporter; also low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p; cells overexpressing Pho84p accumulate heavy metals but do not develop symptoms of metal toxicity,1-to-1,Anc_8.858,4,"1,2,3,4"
GWK60_A01089,CAGL0A01193g,312,0.09,1180.5162819181592,YPL267W,ACM1,NA,"Pseudosubstrate inhibitor of the APC/C; suppresses APC/C [Cdh1]-mediated proteolysis of mitotic cyclins; associates with Cdh1p, Bmh1p and Bmh2p; cell cycle regulated protein; the anaphase-promoting complex/cyclosome is also known as APC/C",1-to-1,Anc_6.002,4,"1,2,3,4"
GWK60_H08459,CAGL0H08503g,2178,0.3975,1178.562045002178,YBR094W,PBY1,NA,Putative tubulin tyrosine ligase associated with P-bodies; forms cytoplasmic foci upon DNA replication stress,1-to-1,Anc_3.335,4,"1,2,3,4"
GWK60_A00583,CAGL0G07188g,825,0.435,1138.0307026125056,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_H09955,CAGL0H10010g,834,0.21750000000000003,1135.2428439075259,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L12089,CAGL0L03135g,4833,0.53,1125.0259545763822,YKR031C,SPO14,NA,"Phospholipase D; catalyzes the hydrolysis of phosphatidylcholine, producing choline and phosphatidic acid; involved in Sec14p-independent secretion; required for meiosis and spore formation; differently regulated in secretion and meiosis; participates in transcription initiation and/or early elongation of specific genes; interacts with ""foot domain"" of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions",1-to-1,Anc_1.251,4,"1,2,3,4"
GWK60_A00275,CAGL0A00385g,3210,0.5775,1112.9176087245785,YGL016W,KAP122,NA,Karyopherin beta; responsible for import of the Toa1p-Toa2p complex into the nucleus; binds to nucleoporins Nup1p and Nup2p; may play a role in regulation of pleiotropic drug resistance,1-to-1,Anc_4.105,4,"1,2,3,4"
GWK60_L04763,CAGL0I05016g,1521,0.2675,1111.8537899193607,YER090W,TRP2,NA,"Anthranilate synthase; catalyzes the initial step of tryptophan biosynthesis, forms multifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp3p",1-to-1,Anc_7.375,4,"1,2,3,4"
GWK60_B00913,CAGL0B01100g,633,0.3875,1104.7417997173427,YLR178C,TFS1,NA,Protein that interacts with and inhibits carboxypeptidase Y and Ira2p; phosphatidylethanolamine-binding protein (PEBP) family member; targets to vacuolar membranes during stationary phase; acetylated by NatB N-terminal acetyltransferase; protein abundance increases in response to DNA replication stress,1-to-1,Anc_1.056,4,"1,2,3,4"
GWK60_G00165,CAGL0G00286g,1680,0.1875,1065.1953376597319,NA,NA,NA,NA,2-to-1,Anc_5.013,4,"1,2,3,4"
GWK60_B04565,CAGL0B04719g,1006,0.0775,1063.9837436405323,YCL002C,NA,NA,Putative protein of unknown function; YCL002C is not an essential gene,1-to-1,Anc_1.416,4,"1,2,3,4"
GWK60_G00407,CAGL0G00506g,5871,0.3775,1046.2196810250355,YGR271W,SLH1,NA,Putative RNA helicase related to Ski2p; involved in translation inhibition of non-poly(A) mRNAs; required for repressing propagation of dsRNA viruses,1-to-1,Anc_5.031,4,"1,2,3,4"
GWK60_I03905,CAGL0I08415g,3927,0.47750000000000004,1043.9499504287248,YPR164W,MMS1,NA,"Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase, preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay",2-to-1,Anc_7.519,4,"1,2,3,4"
GWK60_I01331,CAGL0I05896g,2337,0.4,1041.2771092146747,YJL141C,YAK1,NA,"Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrient deprivation Yak1p phosphorylates Pop2p to regulate mRNA deadenylation, the co-repressor Crf1p to inhibit transcription of ribosomal genes, and the stress-responsive transcription factors Hsf1p and Msn2p; nuclear localization negatively regulated by the Ras/PKA signaling pathway in the presence of glucose",1-to-1,Anc_1.207,4,"1,2,3,4"
GWK60_E02123,CAGL0E02321g,2115,0.0975,1034.660721999988,YOL011W,PLB3,NA,"Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog, PLB1, that arose from the whole genome duplication",2-to-2,Anc_6.042,4,"1,2,3,4"
GWK60_K09735,CAGL0K09944g,1728,0.39,1033.7620328428504,YOR360C,PDE2,NA,"High-affinity cyclic AMP phosphodiesterase; component of the cAMP-dependent protein kinase signaling system, protects the cell from extracellular cAMP, contains readthrough motif surrounding termination codon",1-to-1,Anc_7.026,4,"1,2,3,4"
GWK60_J02343,CAGL0J02508g,2613,0.4575,1031.0138286653946,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_C04631,CAGL0C05115g,1263,0.25,1020.3645461624462,YOL058W,ARG1,NA,Arginosuccinate synthetase; catalyzes the formation of L-argininosuccinate from citrulline and L-aspartate in the arginine biosynthesis pathway; potential Cdc28p substrate,1-to-1,Anc_3.170,4,"1,2,3,4"
GWK60_B04521,CAGL0B04675g,1191,0.06999999999999999,1020.2614159237027,YCL001W-B,NA,NA,"Putative protein of unknown function; present in a region duplicated between chromosomes XIV and III; YCL001W-B has a paralog, DOM34, that arose from the whole genome duplication",2-to-2,Anc_1.418,4,"1,2,3,4"
GWK60_H09427,CAGL0H09460g,2226,0.1675,1014.0016514867418,YER015W,FAA2,NA,"Medium chain fatty acyl-CoA synthetase; activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains, C9:0-C13:0; localized to the peroxisome",1-to-1,Anc_7.166,4,"1,2,3,4"
GWK60_I04587,CAGL0I09086g,1857,0.315,1012.5308544010098,YNL125C,ESBP6,NA,"Protein with similarity to monocarboxylate permeases; appears not to be involved in transport of monocarboxylates such as lactate, pyruvate or acetate across the plasma membrane",1-to-1,Anc_2.145,3,"1,2,3"
GWK60_A00605,CAGL0G07175g,2601,0.2075,1009.2507593880572,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_M12375,CAGL0M12430g,750,0.0525,1009.1698972785537,YIL053W,GPP1/RHR2,NA,"Constitutively expressed DL-glycerol-3-phosphate phosphatase; also known as glycerol-1-phosphatase; involved in glycerol biosynthesis, induced in response to both anaerobic and osmotic stress; GPP1 has a paralog, GPP2, that arose from the whole genome duplication",1-to-2,Anc_7.243,4,"1,2,3,4"
GWK60_F01859,CAGL0F02101g,6390,0.46499999999999997,1004.5251729461011,YFL007W,BLM10,NA,"Proteasome activator; binds the core proteasome (CP) and stimulates proteasome-mediated protein degradation by inducing gate opening; required for sequestering CP into proteasome storage granule (PSG) during quiescent phase and for nuclear import of CP in proliferating cells; required for resistance to bleomycin, may be involved in protecting against oxidative damage; similar to mammalian PA200",2-to-1,Anc_8.069,4,"1,2,3,4"
GWK60_I03795,CAGL0I08305g,2856,0.45999999999999996,997.3980199648788,YER024W,YAT2,NA,"Carnitine acetyltransferase; has similarity to Yat1p, which is a carnitine acetyltransferase associated with the mitochondrial outer membrane",1-to-1,Anc_7.510,4,"1,2,3,4"
GWK60_F03795,CAGL0F04125g,1218,0.335,992.6010279320157,YBL029W,NA,NA,Non-essential protein of unknown function,1-to-1,Anc_3.314,4,"1,2,3,4"
GWK60_I02629,CAGL0I07139g,960,0.10250000000000001,992.3657603566406,YOR142W,LSC1,NA,Alpha subunit of succinyl-CoA ligase; succinyl-CoA ligase is a mitochondrial enzyme of the TCA cycle that catalyzes the nucleotide-dependent conversion of succinyl-CoA to succinate; phosphorylated,1-to-1,Anc_5.478,4,"1,2,3,4"
GWK60_E04499,CAGL0E04796g,1962,0.6625,987.7002913515978,YDR221W,GTB1,NA,"Glucosidase II beta subunit, forms a complex with alpha subunit Rot2p; involved in removal of two glucose residues from N-linked glycans during glycoprotein biogenesis in the ER; relocalizes from ER to cytoplasm upon DNA replication stress",1-to-1,Anc_8.431,3,"1,2,3"
GWK60_K02673,CAGL0K02805g,1251,0.11750000000000001,987.0911104571343,NA,NA,NA,NA,2-to-1,Anc_2.507,4,"1,2,3,4"
GWK60_G06435,CAGL0G06710g,252,0.065,973.6398906854564,NA,NA,NA,NA,1-to-0,NA,3,"1,2,3"
GWK60_J00693,CAGL0J00803g,3945,0.39749999999999996,965.7863261874585,YJL042W,MHP1,NA,Microtubule-associated protein involved in microtubule organization; involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to Drosophila protein MAP and to mammalian MAP4 proteins,1-to-1,Anc_5.259,4,"1,2,3,4"
GWK60_E01903,CAGL0E02123g,573,0.11,958.5408649989336,YOL114C,NA,NA,Putative protein of unknown function with similarity to human ICT1; has prokaryotic factors that may function in translation termination; YOL114C is not an essential gene,1-to-1,Anc_3.059,4,"1,2,3,4"
GWK60_I05247,CAGL0I09746g,1392,0.4475,956.3501729135679,YOR307C,SLY41,NA,Protein involved in ER-to-Golgi transport,1-to-1,Anc_8.785,3,"2,3,4"
GWK60_B04741,CAGL0B04895g,1884,0.615,943.2826778951038,YLR176C,RFX1,NA,Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins,2-to-1,Anc_1.400,4,"1,2,3,4"
