standard_name,Cg-ORF,Cg-length,avg_ess_score,mean_treated_cpm,Sc-ORF,Sc-name,SGD-essentiality,SGD-description,Cg-to-Sc-relationship,pre-WGD-Ancestor,n_pools,pools_present
GWK60_A01639,CAGL0A01826g,1767,0.215,423.60290834881664,YHR096C,HXT5,NA,"Hexose transporter with moderate affinity for glucose; induced in the presence of non-fermentable carbon sources, induced by a decrease in growth rate, contains an extended N-terminal domain relative to other HXTs; HXT5 has a paralog, HXT3, that arose from the whole genome duplication",2-to-2,Anc_5.396,4,"1,2,3,4"
GWK60_J11099,CAGL0J11308g,2187,0.485,421.5474667755097,YNL183C,NPR1,NA,"Protein kinase; stabilizes several plasma membrane amino acid transporters by antagonizing their ubiquitin-mediated degradation; phosphorylates Aly2p; negatively regulates Ldb19p-mediated endocytosis through phosphorylation of Ldb19p, which prevents its association with the plasma membrane; Npr1p activity is negatively regulated via phosphorylation by the TOR complex; NPR1 has a paralog, PRR2, that arose from the whole genome duplication",2-to-2,Anc_2.071,4,"1,2,3,4"
GWK60_H10087,CAGL0H10142g,1119,0.2475,421.51527574919294,YDR035W,ARO3,NA,3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylalanine or high concentration of tyrosine or tryptophan,1-to-1,Anc_3.268,4,"1,2,3,4"
GWK60_B03729,CAGL0B03883g,921,0.3625,420.41129741085575,NA,NA,NA,NA,1-to-0,Anc_5.149,4,"1,2,3,4"
GWK60_C04543,CAGL0C05027g,2241,0.625,419.9224470307744,YAR035W,YAT1,NA,Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated,2-to-1,Anc_3.176,4,"1,2,3,4"
GWK60_B04257,CAGL0B04389g,3492,0.2875,419.1708762479137,NA,NA,NA,NA,2-to-1,Anc_3.223,4,"1,2,3,4"
GWK60_G02541,CAGL0G02673g,1077,0.2675,417.27333010817455,YNL037C,IDH1,NA,Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle,1-to-1,Anc_2.278,4,"1,2,3,4"
GWK60_E03267,CAGL0E03542g,2538,0.435,415.5764157377737,YLR313C,SPH1,NA,"Protein involved in shmoo formation and bipolar bud site selection; localizes to sites of polarized growth in a cell cycle dependent- and Spa2p-dependent manner, interacts with MAPKKs Mkk1p, Mkk2p, and Ste7p; SPH1 has a paralog, SPA2, that arose from the whole genome duplication",2-to-2,Anc_4.039,4,"1,2,3,4"
GWK60_I03553,CAGL0I08041g,402,0.1325,414.6028724038991,NA,NA,NA,NA,2-to-1,Anc_3.139,4,"1,2,3,4"
GWK60_C00627,CAGL0C00968g,3105,0.5775,413.4657801807434,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_L09471,CAGL0L05742g,918,0.505,410.6350831836555,YJL133W,MRS3,NA,"Iron transporter, mediates Fe2+ transport across inner mito membrane; mitochondrial carrier family member; active under low-iron conditions; may transport other cations; MRS3 has a paralog, MRS4, that arose from the whole genome duplication",2-to-2,Anc_1.219,4,"1,2,3,4"
GWK60_D04851,CAGL0D04686g,3546,0.41500000000000004,409.19567842866803,YPR122W,AXL1,NA,Haploid specific endoprotease of a-factor mating pheromone; performs one of two N-terminal cleavages during maturation of a-factor mating pheromone; required for axial budding pattern of haploid cells,1-to-1,Anc_3.455,4,"1,2,3,4"
GWK60_F00627,CAGL0F00759g,2205,0.1775,408.4198922393525,YOR321W,PMT3,NA,"Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt5p, can instead interact with Pmt1p in some conditions; antifungal drug target; PMT3 has a paralog, PMT2, that arose from the whole genome duplication",2-to-2,Anc_7.076,4,"1,2,3,4"
GWK60_C00671,CAGL0C00847g,2373,0.505,408.0301023982073,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_C03553,CAGL0C04004g,1899,0.365,407.80253662391243,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_B02409,CAGL0B02563g,1548,0.4325,407.67409058957753,YML128C,MSC1,NA,"Protein of unknown function; mutant is defective in directing meiotic recombination events to homologous chromatids; the authentic, non-tagged protein is detected in highly purified mitochondria and is phosphorylated",1-to-1,Anc_8.867,4,"1,2,3,4"
GWK60_G00759,CAGL0G00902g,2169,0.3325,407.18186395118346,YLR335W,NUP2,NA,Nucleoporin involved in nucleocytoplasmic transport; binds to either the nucleoplasmic or cytoplasmic faces of the nuclear pore complex depending on Ran-GTP levels; also has a role in chromatin organization,1-to-1,Anc_4.164,4,"1,2,3,4"
GWK60_G08745,CAGL0G09064g,1470,0.345,405.683134583194,YPL201C,YIG1,NA,Protein that interacts with glycerol 3-phosphatase; plays a role in anaerobic glycerol production; localizes to the nucleus and cytosol,1-to-1,Anc_6.210,4,"1,2,3,4"
GWK60_I04081,CAGL0I08591g,1554,0.42000000000000004,404.603172287936,YER158C,NA,NA,"Protein of unknown function; potentially phosphorylated by Cdc28p; YER158C has a paralog, AFR1, that arose from the whole genome duplication",1-to-2,Anc_8.217,4,"1,2,3,4"
GWK60_C02585,CAGL0C02981g,2004,0.38,404.30764428146637,YCR048W,ARE1,NA,"Acyl-CoA:sterol acyltransferase; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the absence of oxygen; ARE1 has a paralog, ARE2, that arose from the whole genome duplication",2-to-2,Anc_6.317,4,"1,2,3,4"
GWK60_M10263,CAGL0M10285g,1824,0.3125,403.96404949624105,YKL005C,BYE1,NA,"Negative regulator of transcription elongation; contains a TFIIS-like domain and a PHD finger, multicopy suppressor of temperature-sensitive ess1 mutations, probably binds RNA polymerase II large subunit",1-to-1,Anc_2.506,4,"1,2,3,4"
GWK60_J08327,CAGL0J08481g,1752,0.7725,400.01578135686384,YDR506C,GMC1,NA,Protein involved in meiotic progression; mutants are delayed in meiotic nuclear division and are defective in synaptonemal complex assembly; possible membrane-localized protein,1-to-1,Anc_1.054,4,"1,2,3,4"
GWK60_F01221,CAGL0F01463g,666,0.3275,398.17407019584124,YOR010C,TIR2,NA,"Putative cell wall mannoprotein; member of the Srp1p/Tip1p family of serine-alanine-rich proteins; transcription is induced by cold shock and anaerobiosis; TIR2 has a paralog, TIR3, that arose from the whole genome duplication",2-to-2,Anc_7.123b,4,"1,2,3,4"
GWK60_E01595,CAGL0E01815g,1560,0.1875,397.0250207131078,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_D05357,CAGL0D05170g,1602,0.52,395.7375169585325,YFR034C,PHO4,NA,"Basic helix-loop-helix (bHLH) transcription factor of the myc-family; activates transcription cooperatively with Pho2p in response to phosphate limitation; binding to 'CACGTG' motif is regulated by chromatin restriction, competitive binding of Cbf1p to the same DNA binding motif and cooperation with Pho2p,; function is regulated by phosphorylation at multiple sites and by phosphate availability",1-to-1,Anc_7.191,4,"1,2,3,4"
GWK60_M09977,CAGL0M10021g,1512,0.52,393.2130194909229,YBR138C,NA,NA,Cytoplasmic protein of unknown function; potentially phosphorylated by Cdc28p; YBR138C is not an essential gene,1-to-1,Anc_3.131,4,"1,2,3,4"
GWK60_J02915,CAGL0J03124g,2622,0.905,393.1903514631232,YER069W,"ARG5,6",NA,"Acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase; N-acetyl-L-glutamate kinase (NAGK) catalyzes the 2nd and N-acetyl-gamma-glutamyl-phosphate reductase (NAGSA), the 3rd step in arginine biosynthesis; synthesized as a precursor which is processed in the mitochondrion to yield mature NAGK and NAGSA; enzymes form a metabolon complex with Arg2p; NAGK C-terminal domain stabilizes the enzymes, slows catalysis and is involved in feed-back inhibition by arginine",1-to-1,Anc_7.251,4,"1,2,3,4"
GWK60_E00869,CAGL0E01089g,2562,0.5925,390.83908167556837,YDR160W,SSY1,inviable,"Component of the SPS plasma membrane amino acid sensor system; senses external amino acid concentration and transmits intracellular signals that result in regulation of expression of amino acid permease genes; other members are Ssy1p, Ptr3p, and Ssy5p",1-to-1,Anc_8.342,4,"1,2,3,4"
GWK60_I03707,CAGL0I08217g,1383,0.42,389.09918264310085,YJR117W,STE24,NA,"Highly conserved zinc metalloprotease; functions in two steps of a-factor maturation, C-terminal CAAX proteolysis and the first step of N-terminal proteolytic processing; contains multiple transmembrane spans",1-to-1,Anc_7.501,4,"1,2,3,4"
GWK60_J09097,CAGL0J09284g,666,0.355,388.5013082912951,YDL129W,NA,NA,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YDL129W is not an essential gene; relative distribution to the nucleus increases upon DNA replication stress,1-to-1,Anc_7.292,4,"1,2,3,4"
GWK60_L02321,CAGL0I02530g,1296,0.3275,387.07052178733727,YHR176W,FMO1,NA,Flavin-containing monooxygenase; localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins,1-to-1,Anc_5.060,4,"1,2,3,4"
GWK60_C04939,CAGL0C05445g,3339,0.3125,386.3844680481209,YDL231C,BRE4,NA,"Zinc finger protein containing five transmembrane domains; null mutant exhibits strongly fragmented vacuoles and sensitivity to brefeldin A, a drug which is known to affect intracellular transport",1-to-1,Anc_2.038,4,"1,2,3,4"
GWK60_I02695,CAGL0I07205g,1812,0.685,385.59501701893976,YOR138C,RUP1,NA,Protein that regulates ubiquitination of Rsp5p; has a WW domain consensus motif of PPPSY (residues 131-135) that mediates binding of Rsp5p to Ubp2p; contains an UBA domain; relative distribution to the nucleus increases upon DNA replication stress,1-to-1,Anc_5.475,4,"1,2,3,4"
GWK60_C05049,CAGL0C05533g,1314,0.175,385.5425370637336,YDL237W,AIM6,NA,Putative protein of unknown function; required for respiratory growth; YDL237W is not an essential gene,1-to-1,Anc_2.021,4,"1,2,3,4"
GWK60_I01133,CAGL0I05698g,2907,0.44999999999999996,385.28868607419645,NA,NA,NA,NA,2-to-1,Anc_6.304,4,"1,2,3,4"
GWK60_D05973,CAGL0D05786g,1272,0.1575,383.0414424379175,YLL002W,RTT109,NA,Histone acetyltransferase; critical for cell survival in the presence of DNA damage during S phase; prevents hyper-amplification of rDNA; acetylates H3-K56 and H3-K9; involved in non-homologous end joining and in regulation of Ty1 transposition; interacts physically with Vps75p,1-to-1,Anc_5.217,4,"1,2,3,4"
GWK60_E05247,CAGL0E05588g,2664,0.48,381.916053341062,YOR346W,REV1,NA,"Deoxycytidyl transferase; involved in repair of abasic sites and adducted guanines in damaged DNA by translesion synthesis (TLS); forms a complex with the subunits of DNA polymerase zeta, Rev3p and Rev7p; relocalizes from nucleus to cytoplasm upon DNA replication stress",1-to-1,Anc_7.046,4,"1,2,3,4"
GWK60_A01023,CAGL0A01133g,2406,0.495,381.1262266388887,YPL270W,MDL2,NA,Mitochondrial inner membrane half-type ABC transporter; equired for respiratory growth at high temperature; similar to human TAP1 and TAP2 implicated in bare lymphocyte syndrome and Wegener-like granulomatosis,1-to-1,Anc_6.005,4,"1,2,3,4"
GWK60_C04147,CAGL0C04631g,999,0.1175,379.0383141156597,YJR100C,AIM25,NA,Putative protein of unknown function; non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to murine NOR1; null mutant is viable and displays elevated frequency of mitochondrial genome loss,1-to-1,Anc_7.472,4,"1,2,3,4"
GWK60_B04235,CAGL0B04367g,849,0.28,378.4979524165941,YBR024W,SCO2,NA,"Protein anchored to mitochondrial inner membrane; may have a redundant function with Sco1p in delivery of copper to cytochrome c oxidase; interacts with Cox2p; SCO2 has a paralog, SCO1, that arose from the whole genome duplication",2-to-2,Anc_3.225,4,"1,2,3,4"
GWK60_L14201,CAGL0L10208g,1755,0.3775,375.1679740152431,YOR054C,VHS3,NA,"Negative regulatory subunit of protein phosphatase 1 Ppz1p; involved in coenzyme A biosynthesis; subunit of the phosphopantothenoylcysteine decarboxylase (PPCDC; Cab3p, Sis2p, Vhs3p) complex and the CoA-Synthesizing Protein Complex (CoA-SPC: Cab2p, Cab3p, Cab4p, Cab5p, Sis2p and Vhs3p)",2-to-2,Anc_5.655,4,"1,2,3,4"
GWK60_C04609,CAGL0C05093g,2115,0.775,373.7740848264035,YOL057W,NA,NA,Dipeptidyl-peptidase III; cleaves dipeptides from the amino terminus of target proteins; highly active on synthetic substrate Arg-Arg-2-naphthylamide; mammalian ortholog may be a biomarker for some cancers,1-to-1,Anc_3.171,4,"1,2,3,4"
GWK60_G01991,CAGL0G02123g,1416,0.5775,373.7102012335027,YKR077W,MSA2,NA,"Putative transcriptional activator; interacts with G1-specific transcription factor MBF and G1-specific promoters; MSA2 has a paralog, MSA1, that arose from the whole genome duplication",2-to-2,Anc_5.668,4,"1,2,3,4"
GWK60_G03773,CAGL0G03927g,1704,0.4175,373.5602070692542,YLL028W,TPO1,NA,"Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, putrescine, and spermidine; catalyzes uptake of polyamines at alkaline pH and excretion at acidic pH; phosphorylation enhances activity and sorting to the plasma membrane",2-to-1,Anc_4.030,4,"1,2,3,4"
GWK60_E03465,CAGL0E03762g,1755,0.4425,372.1887729822112,YHL027W,RIM101,NA,Cys2His2 zinc-finger transcriptional repressor; involved in alkaline responsive gene repression as part of adaptation to a alkaline conditions; involved in cell wall assembly; required for alkaline pH-stimulated haploid invasive growth and sporulation; activated by alkaline-dependent proteolytic processing which results in removal of the C-terminal tail; similar to A. nidulans PacC,1-to-1,Anc_4.021,4,"1,2,3,4"
GWK60_H02057,CAGL0H02277g,375,0.305,370.95598029659135,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_K02145,CAGL0K02299g,1617,0.45,369.4392173645006,YER123W,YCK3,NA,Palmitoylated vacuolar membrane-localized casein kinase I isoform; negatively regulates vacuole fusion during hypertonic stress via phosphorylation of Vps41p; shares essential functions with Hrr25p; regulates vesicle fusion in AP-3 pathway,1-to-1,Anc_8.132,4,"1,2,3,4"
GWK60_B02189,CAGL0B02343g,1614,0.4375,367.795959283445,YML116W,ATR1,NA,"Multidrug efflux pump of the major facilitator superfamily; required for resistance to aminotriazole and 4-nitroquinoline-N-oxide; ATR1 has a paralog, YMR279C, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress",2-to-2,Anc_8.843,4,"1,2,3,4"
GWK60_F03707,CAGL0F04015g,1533,0.37250000000000005,367.0824871776085,YMR221C,NA,NA,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; physical interaction with Atg27p suggests a possible role in autophagy",1-to-1,Anc_8.739,4,"1,2,3,4"
GWK60_B04103,CAGL0B04235g,942,0.23500000000000001,365.23493512052835,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_H08855,CAGL0H08888g,2421,0.615,361.06467684255676,YGL139W,FLC3,NA,"Putative FAD transporter, similar to Flc1p and Flc2p; localized to the ER; FLC3 has a paralog, FLC1, that arose from the whole genome duplication",2-to-2,Anc_6.241,4,"1,2,3,4"
GWK60_G03641,CAGL0G03773g,855,0.385,358.42981649778613,YLL023C,POM33,NA,"Transmembrane nucleoporin; involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p; protein abundance increases in response to DNA replication stress",1-to-1,Anc_4.036,4,"1,2,3,4"
GWK60_F02827,CAGL0F03113g,1944,0.525,357.8467464781714,YDR425W,SNX41,NA,Sorting nexin; involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network; interacts with Snx4p,1-to-1,Anc_5.533,4,"1,2,3,4"
GWK60_J02123,CAGL0J02288g,1626,0.36,356.98007288645795,YIL015W,BAR1,NA,Aspartyl protease; secreted into the periplasmic space of mating type a cell; helps cells find mating partners; cleaves and inactivates alpha factor allowing cells to recover from alpha-factor-induced cell cycle arrest,1-to-1,Anc_7.182,4,"1,2,3,4"
GWK60_E02585,CAGL0E02805g,2523,0.49,354.36296133352835,YBL008W,HIR1,NA,"Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation, heterochromatic gene silencing, and formation of functional kinetochores",1-to-1,Anc_4.106,4,"1,2,3,4"
GWK60_B04191,CAGL0B04323g,1293,0.2025,354.2193752883089,YBR026C,ETR1,NA,"2-enoyl thioester reductase; member of the medium chain dehydrogenase/reductase family; localized to in mitochondria, where it has a probable role in fatty acid synthesis",1-to-1,Anc_3.228,4,"1,2,3,4"
GWK60_M02101,CAGL0M02189g,2019,0.47250000000000003,353.3893417267793,YPL155C,KIP2,NA,Kinesin-related motor protein involved in mitotic spindle positioning; stabilizes microtubules by targeting Bik1p to the plus end; Kip2p levels are controlled during the cell cycle,1-to-1,Anc_8.678,4,"1,2,3,4"
GWK60_E01837,CAGL0E02057g,1932,0.7525,351.82804542540225,YOL117W,RRI2,NA,Subunit of the COP9 signalosome (CSN) complex; this complex cleaves the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; plays a role in the mating pheromone response,1-to-1,Anc_3.055,4,"1,2,3,4"
GWK60_B01815,CAGL0B01969g,1272,0.2925,348.61113523667484,YDR125C,ECM18,NA,"Protein of unknown function; ECM18 has a paralog, ICT1, that arose from the whole genome duplication",2-to-2,Anc_8.284,4,"1,2,3,4"
GWK60_C00341,CAGL0C00517g,2547,0.325,347.9059012632247,YBR133C,HSL7,NA,"Protein arginine N-methyltransferase; exhibits septin and Hsl1p-dependent bud neck localization and periodic Hsl1p-dependent phosphorylation; required along with Hsl1p for bud neck recruitment, phosphorylation, and degradation of Swe1p; relocalizes away from bud neck upon DNA replication stress",1-to-1,Anc_3.399,4,"1,2,3,4"
GWK60_L15125,CAGL0L11154g,5187,0.59,347.50873045085706,YML059C,NTE1,NA,"Serine esterase; homolog of human neuropathy target esterase (NTE); Nte1p-mediated phosphatidylcholine turnover influences transcription factor Opi1p localization, affecting transcriptional regulation of phospholipid biosynthesis genes",1-to-1,Anc_4.318,4,"1,2,3,4"
GWK60_A00473,CAGL0A00583g,1941,0.355,345.0832365541784,NA,NA,NA,NA,1-to-0,Anc_4.121,4,"1,2,3,4"
GWK60_C04565,CAGL0C05049g,3546,0.56,342.9926012003874,YAR042W,SWH1,NA,"Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction; SWH1 has a paralog, OSH2, that arose from the whole genome duplication",2-to-2,Anc_3.175,4,"1,2,3,4"
GWK60_M07271,CAGL0M07293g,4548,0.6024999999999999,342.1391786644986,YPL058C,PDR12,NA,Plasma membrane ATP-binding cassette (ABC) transporter; weak-acid-inducible multidrug transporter required for weak organic acid resistance; induced by sorbate and benzoate and regulated by War1p; mutants exhibit sorbate hypersensitivity,1-to-1,Anc_8.517,4,"1,2,3,4"
GWK60_K04015,CAGL0K04147g,648,0.3775,341.81517864632235,YGR038W,ORM1,NA,"Protein of unknown function; evolutionarily conserved, required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; ORM1 has a paralog, ORM2, that arose from the whole genome duplication",2-to-2,Anc_4.182,4,"1,2,3,4"
GWK60_G03729,CAGL0G03883g,2727,0.71,339.8291748516571,YLL026W,HSP104,NA,"Disaggregase; heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation; protein becomes more abundant and forms cytoplasmic foci in response to DNA replication stress",1-to-1,Anc_4.032,4,"1,2,3,4"
GWK60_L16313,CAGL0L12342g,2676,0.2975,339.1325756752077,YLR092W,SUL2,NA,"High affinity sulfate permease; sulfate uptake is mediated by specific sulfate transporters Sul1p and Sul2p, which control the concentration of endogenous activated sulfate intermediates",1-to-1,Anc_8.271,4,"1,2,3,4"
GWK60_E02827,CAGL0E03069g,2538,0.9075,337.30115340924306,YGR145W,ENP2,inviable,"Essential nucleolar protein; required for biogenesis of the small ribosomal subunit; contains WD repeats, interacts with Mpp10p and Bfr2p, and has homology to Spb1p",1-to-1,Anc_4.077,4,"1,2,3,4"
GWK60_E03399,CAGL0E03674g,1734,0.4575,336.61646375647206,NA,NA,NA,NA,2-to-1,Anc_4.030,4,"1,2,3,4"
GWK60_M08437,CAGL0M08492g,1008,0.305,336.4843739642538,YKL164C,PIR1,NA,"O-glycosylated protein required for cell wall stability; attached to the cell wall via beta-1,3-glucan; mediates mitochondrial translocation of Apn1p; expression regulated by the cell integrity pathway and by Swi5p during the cell cycle; PIR1 has a paralog, YJL160C, that arose from the whole genome duplication",2-to-2,Anc_1.187,4,"1,2,3,4"
GWK60_B00363,CAGL0B00528g,2022,0.35000000000000003,335.4857277319077,YCL051W,LRE1,NA,"Protein involved in control of cell wall structure and stress response; overproduction confers resistance to cell-wall degrading enzymes; exhibits genetic interactions with genes involved in the cell wall integrity pathway; <br>LRE1 has a paralog, HLR1, that arose from the whole genome duplication",1-to-2,Anc_1.015,4,"1,2,3,4"
GWK60_G05357,CAGL0G05544g,2424,0.6625,335.45151929830763,YDL223C,HBT1,NA,"Shmoo tip protein, substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog, YNL195C, that arose from the whole genome duplication",2-to-2,Anc_2.054,4,"1,2,3,4"
GWK60_K00627,CAGL0K00781g,1227,0.5425,334.2515021025341,YGR210C,NA,NA,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,1-to-1,Anc_5.121,4,"1,2,3,4"
GWK60_D00517,CAGL0D00418g,2226,0.2,334.06834889662264,YKL187C,FAT3,NA,"Protein required for fatty acid uptake; protein abundance increases in cortical patches in response to oleate exposure; the authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; FAT3 has a paralog, YLR413W, that arose from the whole genome duplication",2-to-2,Anc_4.285,4,"1,2,3,4"
GWK60_H09053,CAGL0H09086g,696,0.75,333.11001298228837,NA,NA,NA,NA,2-to-1,Anc_2.127,4,"1,2,3,4"
GWK60_A01463,CAGL0A01650g,357,0.0825,331.1208713763201,NA,NA,NA,NA,2-to-1,Anc_4.079,4,"1,2,3,4"
GWK60_H10175,CAGL0H10208g,3084,0.47250000000000003,330.7223268085421,YBR059C,AKL1,NA,Ser-Thr protein kinase; member (with Ark1p and Prk1p) of the Ark kinase family; involved in endocytosis and actin cytoskeleton organization,2-to-1,Anc_3.273,4,"1,2,3,4"
GWK60_H08547,CAGL0H08558g,3333,0.725,329.4607365953472,YPR049C,ATG11,NA,Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS,1-to-1,Anc_3.330,4,"1,2,3,4"
GWK60_E03091,CAGL0E03355g,4608,0.835,329.1122360348396,YLL015W,BPT1,NA,"ABC type transmembrane transporter of MRP/CFTR family; found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p",1-to-1,Anc_4.052,4,"1,2,3,4"
GWK60_J01881,CAGL0J02024g,1425,0.33,326.55776614705434,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
GWK60_I03927,CAGL0I08437g,3993,0.485,322.2313476199374,NA,NA,NA,NA,2-to-1,Anc_7.519,4,"1,2,3,4"
GWK60_J03861,CAGL0J04048g,438,0.6725,321.73082589016275,YOR226C,ISU2,NA,"Protein required for synthesis of iron-sulfur proteins; localized to the mitochondrial matrix; performs a scaffolding function in mitochondria during Fe/S cluster assembly; involved in Fe-S cluster assembly for both mitochondrial and cytosolic proteins; isu1 isu2 double mutant is inviable; protein abundance increases in response to DNA replication stress; evolutionarily conserved; ISU2 has a paralog, ISU1, that arose from the whole genome duplication",2-to-2,Anc_8.647,4,"1,2,3,4"
GWK60_L12067,CAGL0L03157g,561,0.1825,321.6777536005119,YKR034W,DAL80,NA,"Negative regulator of genes in multiple nitrogen degradation pathways; expression is regulated by nitrogen levels and by Gln3p; member of the GATA-binding family, forms homodimers and heterodimers with Gzf3p; DAL80 has a paralog, GZF3, that arose from the whole genome duplication",2-to-2,Anc_1.250,4,"1,2,3,4"
GWK60_E01485,CAGL0E01705g,1089,0.1475,316.13376340508546,YOL126C,MDH2,NA,Cytoplasmic malate dehydrogenase; one of three isozymes that catalyze interconversion of malate and oxaloacetate; involved in the glyoxylate cycle and gluconeogenesis during growth on two-carbon compounds; interacts with Pck1p and Fbp1,1-to-1,Anc_3.045,4,"1,2,3,4"
GWK60_C01903,CAGL0C02299g,1086,0.67,312.02861505154164,YER038C,KRE29,inviable,Subunit of the SMC5-SMC6 complex; this complex is involved in removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance,1-to-1,Anc_3.537,4,"1,2,3,4"
GWK60_K00759,CAGL0K00913g,2841,0.4325,311.90157545590495,YGR204W,ADE3,NA,"Cytoplasmic trifunctional enzyme C1-tetrahydrofolate synthase; involved in single carbon metabolism and required for biosynthesis of purines, thymidylate, methionine, and histidine; null mutation causes auxotrophy for adenine and histidine",1-to-1,Anc_5.134,4,"1,2,3,4"
GWK60_E01749,CAGL0E01969g,1641,0.1975,305.130981370108,YOL122C,SMF1,NA,Divalent metal ion transporter; broad specificity for di-valent and tri-valent metals; post-translationally regulated by levels of metal ions; member of the Nramp family of metal transport proteins,1-to-1,Anc_3.050,4,"1,2,3,4"
GWK60_M13651,CAGL0M13717g,1542,0.34750000000000003,302.5296899815216,YMR300C,ADE4,NA,Phosphoribosylpyrophosphate amidotransferase (PRPPAT); catalyzes first step of the 'de novo' purine nucleotide biosynthetic pathway; also known as amidophosphoribosyltransferase,1-to-1,Anc_5.021,4,"1,2,3,4"
GWK60_I00165,CAGL0L00627g,2544,0.485,298.98939154492894,YAL056W,GPB2,NA,"Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog, GPB1, that arose from the whole genome duplication",2-to-2,Anc_7.009,4,"1,2,3,4"
GWK60_J09779,CAGL0J09966g,1224,0.5325,297.4151761865767,YNL064C,YDJ1,NA,Type I HSP40 co-chaperone; involved in regulation of HSP90 and HSP70 functions; critical for determining cell size at Start as a function of growth rate; involved in protein translocation across membranes; member of the DnaJ family,1-to-1,Anc_2.243,4,"1,2,3,4"
GWK60_J03993,CAGL0J04180g,2013,0.37,295.78611195265546,YFL013C,IES1,NA,Subunit of the INO80 chromatin remodeling complex; relocalizes to the cytosol in response to hypoxia,1-to-1,Anc_8.064,4,"1,2,3,4"
GWK60_B04147,CAGL0B04279g,1596,0.32,291.88760580108556,YBR030W,RKM3,NA,Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein; relocalizes to the cytosol in response to hypoxia,1-to-1,Anc_3.231,4,"1,2,3,4"
GWK60_M08019,CAGL0M08052g,3933,0.8574999999999999,291.0833955293049,YJR031C,GEA1,NA,"Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; GEA1 has a paralog, GEA2, that arose from the whole genome duplication",2-to-2,Anc_1.455,4,"1,2,3,4"
GWK60_H03861,CAGL0H04059g,444,0.3325,289.4892252171053,NA,NA,NA,NA,1-to-0,NA,4,"1,2,3,4"
