Standard name,Common name,Sc ortholog,Essential in Sc,Sc synthetic lethals,Sc fitness,Essential in albicans,Sp ortholog,Essential in Sp,Hits,Reads,Length,Neighborhood index,100 bp upstream hits,Max free region,Freedom index,Logit FI,Kornmann FI,Type,Description
C5_00990W_A,tQ(CUG)1,,,,,,,,1,59,72,0.37261759935117594,2,63,0.875,0.1903564456297766,0.0,tRNA|Uncharacterized,"tRNA-Gln, predicted by tRNAscan-SE; CUG anticodon"
C5_01000C_A,,,,,,,,,14,719,705,0.5415333643940571,6,138,0.19574468085106383,0.19449807781568715,0.2378326528718274,ORF|Verified,Putative vacuole biogenesis protein
C5_01010W_A,CCW14,,,,,,,,8,709,816,0.2954888249005896,6,415,0.508578431372549,0.5075064492147696,0.20249148273934456,ORF|Uncharacterized,Putative mannoprotein of cell wall with role in response to stress; increased mRNA abundance observed in cyr1 homozygous mutant (hyphal or yeast-form cells) and in ras1 homozygous mutant (yeast-form cells)
C5_01020C_A,,MAK31,,,1.0495,,,,2,206,276,0.20580206472106413,5,162,0.5869565217391305,0.3999250176587759,0.0,ORF|Uncharacterized,Predicted non-catalytic subunit of N-terminal acetyltransferase; Spider biofilm induced
C5_01030W_A,,,,,,,,,3,90,64,1.328743811881188,2,26,0.40625,0.08297262280291227,0.0,snoRNA|Uncharacterized,H/ACA box small nucleolar RNA (snoRNA)
C5_01040W_A,,,,,,,,,3,91,324,0.2703526209915986,6,188,0.5802469135802469,0.45001862556353645,0.0,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_51280, C. parapsilosis CDC317 : CPAR2_501840, Candida tenuis NRRL Y-1498 : cten_CGOB_00020 and Debaryomyces hansenii CBS767 : DEHA2F24310g"
C5_01050C_A,,IMG1,,,NaN,,,,3,250,607,0.16287493114786933,2,178,0.3278084714548803,0.31752481410648525,0.0,ORF|Uncharacterized,Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization
C5_01060C_A,BUD23,BUD23,,,,No,bud23,No,0,0,816,0.0,0,816,1.0,0.9978921989379567,0.0,ORF|Uncharacterized,Putative methyltransferase; Hap43-induced; repressed by prostaglandins
C5_01070C_A,,,,,,No,,,22,1642,1503,0.4849348921205209,2,329,0.21889554224883567,0.21889506209669934,0.3447108771053598,ORF|Uncharacterized,"Protein of unknown function; repressed by fluphenazine treatment; induced by benomyl treatment and in an RHE model; regulated by Nrg1, Tup1"
C5_01080C_A,GDS1,GDS1,,,0.7705,,,,6,368,1524,0.14368979017287642,0,981,0.6437007874015748,0.6436996428790933,0.0,ORF|Uncharacterized,Putative mitochondrial protein; Hap43-repressed gene; Spider biofilm induced
C5_01090C_A,,,,,,,jmj4,No,17,1556,1593,0.4405713016732327,1,387,0.24293785310734464,0.24293763645037275,0.1997311761792828,ORF|Uncharacterized,Planktonic growth-induced gene
C5_01100C_A,CLN3,CLN3,,,0.9575,?,puc1,No,4,306,1398,0.12745275205180331,0,1018,0.7281831187410587,0.7281785542749045,0.0,ORF|Verified,"G1 cyclin; depletion abolishes budding and causes hyphal growth defects; farnesol regulated, functional in S. cerevisiae; possibly essential (UAU1 method); other biofilm induced; Spider biofilm induced"
C5_01110W_A,,OTU2,,,0.9525,,otu2,No,4,134,972,0.1741524068006046,3,478,0.49176954732510286,0.4915513670384799,0.0,ORF|Uncharacterized,"Ortholog(s) have ubiquitin-specific protease activity, role in protein deubiquitination and cytosol, ribosome localization"
C5_01120W_A,,,,,,,,,8,486,508,0.649842949959124,0,175,0.34448818897637795,0.3293514415466049,0.23406648083023474,ORF|Dubious,Dubious open reading frame
C5_01130W_A,CYC3,CYC3,,No,0.7895,No,cyc3,No,5,76,795,0.19625627531119946,2,266,0.33459119496855344,0.33372156978015344,0.15234914281638162,ORF|Verified,"Mitochondrial cytochrome c heme lyase; antigenic cell-wall protein; filament induced; induced on polystyrene adherence, interaction with macrophage; N-glycosylation, 2 heme-binding motifs; rat catheter, Spider biofilm induced"
C5_01140C_A,,MSC6,,,0.9373,,,,11,590,2262,0.14478402958720324,4,809,0.35764809902740935,0.35764809863085406,0.1676863193833441,ORF|Uncharacterized,"Ortholog(s) have mRNA binding activity, role in reciprocal meiotic recombination and mitochondrion localization"
C5_01150C_A,,,,,,,,,0,0,85,0.0,0,85,1.0,0.24048908305088887,0.0,snoRNA|Uncharacterized,H/ACA box small nucleolar RNA (snoRNA)
C5_01160C_A,,,,,,,,,5,755,101,1.4166510990721712,1,43,0.42574257425742573,0.11533880533643387,0.0,snoRNA|Uncharacterized,C/D box small nucleolar RNA (snoRNA)
C5_01170W_A,,SHR5,,,0.9745,,,,7,694,729,0.3075575066957531,10,276,0.4200913242009132,0.41578464361118617,0.0,ORF|Alternatively spliced|Uncharacterized,"Ortholog(s) have palmitoyltransferase activity, role in protein palmitoylation, protein targeting to membrane and endoplasmic reticulum palmitoyltransferase complex, extrinsic component of endoplasmic reticulum membrane localization"
C5_01180W_A,PUS4,PUS4,,,NaN,No,pus4,No,8,708,1161,0.19566736547868624,9,632,0.5443583118001722,0.5443218123966778,0.1811964426225114,ORF|Uncharacterized,"Putative pseudouridine synthase; transcript regulated by Nrg1, Mig1, and Tup1"
C5_01190W_A,,,,,,No,,,24,2575,1113,0.6029415588355101,8,174,0.15633423180592992,0.15631729239107883,0.2940897525015981,ORF|Uncharacterized,Predicted protein of unknown function; merged with orf19.1952 in Assembly 21
C5_01200W_A,,POA1,,,1.0003,No,,,8,792,471,0.4514795428587445,8,99,0.21019108280254778,0.19707813314942793,0.24887756343395512,ORF|Uncharacterized,"Ortholog(s) have ADP-ribosyl-[dinitrogen reductase] hydrolase activity, phosphatase activity"
C5_01210W_A,VPS1,VPS1,,No,NaN,?,vps1,No,1,1,2082,0.012650174033459336,0,1432,0.6878001921229587,0.6878001875093566,0.0,ORF|Verified,Dynamin-family GTPase-related protein; induced upon adherence to polystyrene; regulated by Gcn2p and Gcn4p
C5_01220W_A,,,,,,,,,7,1149,1302,0.12953454626632438,0,349,0.26804915514592936,0.2680447669890813,0.13767450855314317,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_51110, C. parapsilosis CDC317 : CPAR2_302560, Candida tenuis NRRL Y-1498 : CANTEDRAFT_135271 and Debaryomyces hansenii CBS767 : DEHA2E12914g"
C5_01230C_A,,YMR099C,,,1.0010,No,,,12,729,900,0.32124567474048443,7,162,0.18,0.17983601078500788,0.20666666666666667,ORF|Uncharacterized,Similar to an aldose 1-epimerase-related protein; antigenic during murine systemic infection; protein present in exponential and stationary phase yeast cultures; Hap43-induced; Spider biofilm repressed
C5_01240W_A,AUR1,AUR1,,,,No,aur1,Yes,6,167,1416,0.09992295839753466,0,1190,0.8403954802259888,0.8403910801463782,0.0,ORF|Verified,Inositolphosphorylceramide (IPC) synthase; catalyzes the key step in sphingolipid biosynthesis; antifungal drug target; flow model biofilm induced; Spider biofilm induced
C5_01250W_A,GPR1,GPR1,,,0.8417,No,git3,No,28,1644,2472,0.29014189693801345,1,447,0.1808252427184466,0.1808252426938945,0.21255287100312809,ORF|Verified,Plasma membrane G-protein-coupled receptor of the cAMP-PKA pathway; required for WT hyphal growth; reports differ on role in cAMP-mediated glucose signaling; Gpr1 C terminus binds Gpa2; regulates HWP1 and ECE1; flow model biofilm induced
C5_01260W_A,,,,,,,,,31,3498,2373,0.3027640621562812,2,317,0.13358617783396545,0.13358617778515167,0.19710717139080408,ORF|Uncharacterized,"Ortholog of C. parapsilosis CDC317 : CPAR2_302610, C. dubliniensis CD36 : Cd36_51070, Candida orthopsilosis Co 90-125 : CORT_0E04770 and Spathaspora passalidarum NRRL Y-27907 : SPAPADRAFT_50634"
C5_01270W_A,SGE1,,,,,No,SPAC3H1.06c,No,25,4156,1884,0.3001683871440076,10,365,0.1937367303609342,0.19373672094869684,0.25619029844444574,ORF|Uncharacterized,"Putative multidrug resistance factor; induced in low iron; regulated by Sef1, Sfu1, and Hap43"
C5_01280C_A,NUF2,NUF2,,,,No,nuf2,Yes,1,2,1410,0.01414948172394981,0,945,0.6702127659574468,0.6702090399214148,0.0,ORF|Verified,Kinetochore component; amount of Nuf2p and Mtw1p protein detected at each centromere is consistent with a single kinetochore microtubule attachment site
C5_01290C_A,,CAT5,,,0.8230,No,coq7,,1,1,741,0.025803619335642163,0,663,0.8947368421052632,0.8907537119883284,0.0,ORF|Uncharacterized,"Ortholog(s) have 2-octoprenyl-3-methyl-6-methoxy-1,4-benzoquinone hydroxylase activity, role in ubiquinone biosynthetic process and mitochondrial inner membrane localization"
C5_01300C_A,,PHO92,,,0.9935,No,,,18,1685,1095,0.3300869913008699,2,173,0.15799086757990868,0.15797037295235047,0.21957030021801432,ORF|Uncharacterized,"Ortholog(s) have mRNA 3'-UTR binding activity, role in regulation of mRNA stability, regulation of phosphate metabolic process and cytoplasm localization"
C5_01310W_A,,,,,,,pwi1,No,12,1450,639,0.4139927282996223,2,107,0.1674491392801252,0.16539808244613016,0.31201771295237457,ORF|Uncharacterized,Ortholog of S.pombe SPCC825.05c; a predicted splicing coactivator; transcription repressed in azole-resistant strain overexpressing CDR1 and CDR2; induced by benomyl treatment
C5_01320W_A,SNF1,SNF1,,,0.8550,Yes,ssp2,No,3,67,1857,0.039008769905377334,1,1024,0.5514270328486807,0.5514269977550371,0.0,ORF|Verified,Essential protein; functional homolog of S. cerevisiae Snf1p regulator of sugar metabolism; constitutively expressed; Thr208 phosphorylation may have regulatory role; up-regulation associated with azole resistance; has polyhistidine tract
C5_01330W_A,,,,,,,,,20,1532,447,1.1904061605925291,1,141,0.31543624161073824,0.29083592583167633,0.0,ORF|Dubious,Dubious open reading frame
C5_01340W_A,HST3,HST3,,No,0.9575,?,hst4,No,7,346,1464,0.13631185357460243,0,1122,0.7663934426229508,0.7663909596721058,0.0,ORF|Verified,"Histone H3K56 deacetylase; reduced copy number increases opaque cell formation; repressed by MMS, hydroxyurea and high-levels of hydrogen peroxide; Hap43p-induced; ectopic expression blocks genotoxin-induced switching; nicotinamide target"
C5_01350W_A,,PEX29,,,1.0217,,,,22,1191,1851,0.3417478889604287,3,305,0.1647757968665586,0.16477578573152593,0.1977999033257168,ORF|Uncharacterized,Ortholog(s) have role in peroxisome organization and peroxisomal membrane localization
C5_01360W_A,CFL4,FRE2,,No,1.0045,,frp1,No,40,3508,2133,0.5331013891973253,2,273,0.1279887482419128,0.12798874772637628,0.23225749461356643,ORF|Uncharacterized,C-terminus similar to ferric reductases; induced in low iron; Sfu1-repressed; ciclopirox olamine induced; colony morphology-related gene regulation by Ssn6; Hap43-repressed; Sef1-regulated
C5_01370W_A,,,,,,,,,0,0,248,0.0,2,248,1.0,0.617747874769249,0.0,long_terminal_repeat,"Long terminal repeat (LTR); about 251 bp long, 13 copies per genome"
C5_01380W_A,CFL5,FRE3,,No,1.0040,,frp1,No,52,7709,2133,0.6754829792804476,0,208,0.09751523675574308,0.09751523636295334,0.3130197597860111,ORF|Uncharacterized,"Ferric reductase; induced in low iron; ciclopirox olamine, flucytosine induced; amphotericin B, Sfu1 repressed; Tbf1, Hap43 induced"
C5_01390C_A,SNM1,SNM1,,,,,rpp21,Yes,0,0,609,0.0,0,609,1.0,0.9835363552363439,0.0,ORF|Uncharacterized,"Protein similar to RNase MRP RNA binding protein; ciclopirox olamine induced; regulated by Sef1, Sfu1, and Hap43; Spider biofilm induced"
C5_01400W_A,SEF2,,,,,,,,27,1372,1986,0.3431301720740838,4,339,0.17069486404833836,0.1706948610579954,0.2663232865826192,ORF|Verified,"Zn(II)2Cys6 transcription factor, required for normal resistance to copper; repressed by Sfu1 in high-iron conditions; regulated by Sef1, Sfu1, and Hap43; rat catheter and Spider biofilm induced"
C5_01410C_A,,EMC1,,,1.0260,,emc1,No,28,2040,2586,0.2728932011530619,12,405,0.15661252900232017,0.15661252899551936,0.20078300199057805,ORF|Uncharacterized,Ortholog(s) have role in protein folding in endoplasmic reticulum and ER membrane protein complex localization
C5_01420W_A,,SNA2,,,0.9633,,pmp31,No,11,1337,320,0.8834759710335747,5,90,0.35714285714285715,0.22398134511185558,0.0,ORF|Verified,Protein of unknown function; UPF0057 protein family member; localizes to the plasma membrane; Spider biofilm induced
C5_01430C_A,,RBA50,,,,No,rba50,No,5,259,1383,0.07080901684228996,3,1287,0.93058568329718,0.9305789061099629,0.0,ORF|Uncharacterized,Protein wth a predicted role in transcription from RNA polymerase II promoters; Spider biofilm induced
C5_01440C_A,,PFA5,,,1.0060,,,,26,2898,1218,0.4092876820149548,4,337,0.2766830870279146,0.27667259526862403,0.26851400095521916,ORF|Uncharacterized,"Ortholog(s) have palmitoyltransferase activity, role in protein palmitoylation and plasma membrane localization"
C5_01450W_A,PRC2,,,,,No,cpy1,No,34,3881,1497,0.38630477328926865,12,159,0.1062124248496994,0.10621217746383403,0.19899671844239508,ORF|Uncharacterized,Putative carboxypeptidase; induced by human neutrophils; Spider biofilm induced
C5_01460W_A,YBL053,TOF1,,,NaN,No,swi1,No,10,657,3792,0.04685056504676758,5,1561,0.4116561181434599,0.4116561181434598,0.1359694173797256,ORF|Verified,Putative subunit of a replication fork-pausing checkpoint complex
C5_01470C_A,,AVT2,,,NaN,No,avt5,No,29,3062,1509,0.3771156131991122,6,160,0.10603048376408217,0.10603026472829513,0.274572552693416,ORF|Uncharacterized,Putative transporter; decreased transcription is observed upon fluphenazine treatment
C5_01480W_A,FYV5,FYV7,,,0.4725,,,,0,0,429,0.0,3,429,1.0,0.9080454500689956,0.0,ORF|Uncharacterized,Protein with a predicted role maturation of 18S rRNA; rat catheter biofilm induced
C5_01490C_A,,MCP2,,,1.0080,No,SPBC15C4.02,No,29,2694,1812,0.3187439293598234,11,293,0.16169977924944812,0.1616997631102358,0.18122067601001615,ORF|Uncharacterized,Predicted protein kinase; clade-associated gene expression
C5_01500C_A,ZCF20,HAP1,,,0.9105,,prt1,No,46,3582,3258,0.3135765741658928,4,259,0.07949662369551873,0.07949662369551456,0.1971467096323677,ORF|Uncharacterized,"Zn(II)2Cys6 transcription factor orthologous to S. cerevisiae Hap1; regulated by Sef1, Sfu1; Hap43-induced; Spider biofilm induced"
C5_01510W_A,SMD3,SMD3,,,,No,smd3,No,2,220,321,0.13573836903708833,4,307,0.956386292834891,0.7367033562532922,0.0,ORF|Uncharacterized,Putative core snRNP protein; induced upon adherence to polystyrene
C5_01520C_A,GLR1,GLR1,,,0.9995,No,pgr1,Yes,22,808,1551,0.30902139333975426,2,216,0.13926499032882012,0.13926480130222424,0.19232964993443946,ORF|Verified,"Glutathione reductase; upregulated by human neutrophils; oxidative stress-induced regulation via Cap1p; overexpression correlates with multidrug resistance in a cap1 mutant, farnesol induced; stationary phase enriched protein"
C5_01530C_A,,,,,,,,,10,667,1446,0.14307172920477698,2,806,0.5573997233748271,0.557397561374179,0.22951280221100617,ORF|Uncharacterized,Has domain(s) with predicted anaphase-promoting complex localization
C5_01540W_A,,RPS11A,,No,NaN,No,rps1101,No,0,0,851,0.0,1,468,1.0,0.935836123594826,0.0,ORF|Uncharacterized,Protein component of the small (40S) ribosomal subunit; Spider biofilm repressed
C5_01550C_A,,,,,,,,,0,0,489,0.0,3,489,1.0,0.947349881564697,0.0,ORF|Uncharacterized,Predicted protein of unknown function; overlaps orf19.4149.1
C5_01560C_A,,GRX7,,No,0.9947,No,grx3,No,14,748,690,0.4546456223942823,0,170,0.2463768115942029,0.244555707205032,0.23481616082173953,ORF|Uncharacterized,Putative glutaredoxin; induced by nitric oxide; Spider biofilm induced
C5_01570C_A,SPO1,SPO1,,No,0.9970,No,SPAC1A6.03c,No,68,5941,2328,0.6864454208790293,13,136,0.06093189964157706,0.060931899550379996,0.2140945988019938,ORF|Uncharacterized,Protein similar to phospholipase B; fungal-specific (no human or murine homolog)
C5_01580C_A,CEF3,YEF3,,NaN,,?,tef3,Yes,0,0,3153,0.0,0,3153,1.0,0.9999999999998503,0.0,ORF|Verified,"Translation elongation factor 3; antigenic in humans; predicted C-term nucleotide-binding active site; protein on surface of yeast, not hyphae; polystyrene adherence induced; higher protein amount in stationary phase; possibly essential"
C5_01590W_A,,ULA1,,,0.9980,,uba5,Yes,10,130,1602,0.11719300290978689,1,623,0.3888888888888889,0.38888857192006776,0.0,ORF|Uncharacterized,"Ortholog(s) have NEDD8 activating enzyme activity, role in protein neddylation and cytosol, nucleus localization"
C5_01600C_A,SPB4,SPB4,,NaN,,,spb4,Yes,2,41,1896,0.019123745089480577,0,1253,0.6608649789029536,0.6608649504269981,0.0,ORF|Uncharacterized,Putative ATP-dependent RNA helicase; flucytosine repressed; Spider biofilm induced
C5_01610W_A,,DEG1,,,0.7700,No,deg1,No,4,285,1470,0.04981684981684981,0,1339,0.9108843537414966,0.9108815745274442,0.0,ORF|Uncharacterized,"Ortholog(s) have pseudouridine synthase activity, role in mRNA pseudouridine synthesis, tRNA pseudouridine synthesis and cytosol, nucleus localization"
C5_01620C_A,VPS22,SNF8,,,0.6205,No,dot2,No,12,858,786,0.26864574498162286,16,254,0.3231552162849873,0.32223644166635695,0.22926065181504088,ORF|Verified,ESCRT-II complex protein with a role in multivesicular body (MVB) trafficking; required for processing of Rim8p; Hap43p-repressed gene
C5_01630C_A,,,,,,,,,29,1795,470,1.2049828414550448,13,97,0.20638297872340425,0.1933863499201518,0.0,long_terminal_repeat,"Solo copy of the long terminal repeat (LTR) associated with the transposon Tca11; about 470 bp long, 13 copies per genome"
C5_01640W_A,MAS2,MAS2,,,,,mas2,Yes,3,73,1569,0.039345391494364806,4,1477,0.9413639260675589,0.9413628588189383,0.0,ORF|Uncharacterized,"Putative processing peptidase, catalytic (alpha) subunit; protein level decreases in stationary phase cultures"
C5_01650C_A,MYO1,MYO1,,NaN,,No,myp2,No,57,2938,5847,0.21312617758347502,2,973,0.16641012485035062,0.16641012485035062,0.17950554544069716,ORF|Verified,Component of actomyosin ring at neck of newly-emerged bud
C5_01660C_A,,,,,,,,,45,1775,1765,0.5524506384614289,0,283,0.1603399433427762,0.16033991773729073,0.30343484634079404,repeat_region,"Repeat sequence of about 6 kb, part of the Major Repeat Sequence (MRS) on Chromosome 5; MRS units are found on most chromosomes; only partial MRS sequences are present on chromosome 5 in Assembly 21 likely due to assembly error"
C5_01670W_A,DAL52,,,,,No,dal51,No,35,2742,1641,0.4772905733368501,1,213,0.12979890310786105,0.12979883147912322,0.20691773849477768,ORF|Uncharacterized,Putative allantoate permease; mutant is viable; similar but not orthologous to S. cerevisiae Dal5
